"Area","Perimeter","MajorAxisLength","MinorAxisLength","AspectRation","Eccentricity","ConvexArea","EquivDiameter","Extent","Solidity","roundness","Compactness","ShapeFactor1","ShapeFactor2","ShapeFactor3","ShapeFactor4"
0.0182624809988215,0.0409021014162344,0.0651343791359636,0.0617225200725063,0.419676829929202,0.665641548376501,0.0176521269535034,0.0394093763738366,0.440527470223021,0.886517067574715,0.878149143872354,0.487922468461275,0.797656384789317,0.618848089510881,0.455178521007648,0.953075874728084
0.0546038361030931,0.0961993216644278,0.100283358345707,0.161597497300092,0.198532534809586,0.404866022777206,0.0531377665648433,0.108743316814759,0.638961832590836,0.883881158511662,0.950397087624128,0.735120388377073,0.577026211559352,0.652921366025962,0.709602102677288,0.944699639074787
0.0669524671642556,0.130211264423531,0.159964648932549,0.139553872191629,0.508350461200215,0.740462188214332,0.0655214632879457,0.130223703602384,0.435468485497141,0.83878333480509,0.834269091488754,0.394096646695492,0.621430047628584,0.42883229597512,0.362803402285931,0.839057252156478
0.0511793540453296,0.103075103003216,0.137316890118723,0.108468943099451,0.541085520023628,0.765064350757807,0.0496831933777728,0.102622278017031,0.797395411661152,0.900962388133117,0.845699672355726,0.369275210059068,0.6829640512352,0.450405174487636,0.338751694574443,0.942462811553909
0.0544671984150028,0.102130307797847,0.1184824409403,0.1402533418092,0.340663816688292,0.586793673665361,0.0528821776178286,0.108500510938944,0.824005045858882,0.902094394537067,0.898042508604693,0.569126602788543,0.617628017005267,0.552885019203636,0.536989770688431,0.919557635597158
0.0555176006421971,0.10348382962467,0.129849921739801,0.131194244248713,0.419455775440929,0.665438347331075,0.0537973509442363,0.110364082886492,0.834305371338109,0.918276084309584,0.900987342425337,0.487261646756964,0.635029589465698,0.503800775450028,0.454519848412913,0.937928932716785
0.081730687116774,0.136025178107589,0.144527492218385,0.203640799993541,0.232768978776692,0.454473321639566,0.0792366959769475,0.154828521413924,0.770922179523231,0.931354883240515,0.965071550234736,0.69398991996422,0.507153563791632,0.55809097957537,0.666158626452645,0.951115293851402
0.0117166817537447,0.0334669739304986,0.0629519324351823,0.0374917739334304,0.52167445584949,0.750654754120476,0.0114602785919522,0.0257085142143391,0.722015419665938,0.844661729648537,0.82820648279757,0.38841762501463,0.867587698976797,0.580955627415225,0.357286244052689,0.960169229838659
0.0566405916411894,0.118555367052937,0.149193158892169,0.11656968056666,0.557078496596948,0.77656120168222,0.0554710463069458,0.112348868394705,0.806346442204908,0.833381791852955,0.795533727150836,0.348308210910687,0.66879894065444,0.427177971067505,0.318560711937804,0.832311156295924
0.662372542656578,0.748453069009759,0.801348322328874,0.699072713618144,0.687202154593971,0.859093832780708,0.647427414800249,0.763298724878544,0.492486329992743,0.854316018337395,0.740213157259123,0.229919292481519,0.104597203959631,0.050110768998548,0.206715650592235,0.743568995221324
0.0416446053732771,0.083632176164597,0.095725678277154,0.119654687602311,0.322560690338322,0.56678942721053,0.0409272107413316,0.0851686997251796,0.881695128020356,0.812290498326916,0.873106066832279,0.586865622404787,0.66055333467379,0.600206596078848,0.555091431438333,0.884695122189923
0.0525329211429743,0.101351878704727,0.129559863789868,0.121137230590723,0.457013852454663,0.698715617772174,0.0508622004559377,0.105050644630963,0.376242910383247,0.922319463820449,0.878185700220059,0.449659137568129,0.655686743077467,0.490421559301499,0.417228186887527,0.939960397425249
0.0544800081982613,0.103399619617235,0.132247331570818,0.124978656743481,0.453053206923044,0.695321064060793,0.0528079743751469,0.108523278962821,0.734496677904688,0.91503237010258,0.887669958207162,0.453791200834381,0.64756084092948,0.487927695082467,0.421307966947269,0.943530978521939
0.0884771729662334,0.152887033986611,0.162421534336908,0.204845958393118,0.292270763852742,0.531470943059895,0.0859644566467555,0.165702204207216,0.526255617571056,0.91234733617621,0.910477019960575,0.624893248823409,0.505246726636496,0.505747536296663,0.59417438067523,0.953418948717283
0.0683530034671813,0.130934922780108,0.126119834842679,0.180411499232019,0.236744044183047,0.459964835141724,0.0666345119281713,0.132604723437121,0.448577622746646,0.87353885778851,0.845635825050711,0.686999915190762,0.545342437391775,0.58582322456613,0.658819613698776,0.914591649280453
0.0502100804454389,0.0974542561654734,0.116328104040892,0.127179503878043,0.379527243090546,0.627196975859886,0.0488298560869332,0.100876047370044,0.777600388577788,0.886829775022902,0.878627335490564,0.528752846618735,0.643136452345771,0.54089992663637,0.49609812732717,0.93995990287437
0.0383140617260756,0.0747558936735692,0.101571109019464,0.0998069089747436,0.423697641897002,0.669321959728734,0.0371057437432238,0.0789206337970569,0.547545404064698,0.906041654217667,0.900465717051305,0.48401290074684,0.702081007494287,0.548444353762832,0.45128333242186,0.956209418936786
0.0592068182206357,0.106706402836029,0.121171056973077,0.153028870322934,0.306853031501399,0.548773621608737,0.0574662890546095,0.116855559549689,0.618202225132025,0.907594466513625,0.923559439027607,0.610076282237375,0.591586009112069,0.564238616208778,0.578901150987874,0.980122182289015
0.0238688961382773,0.0471521270900171,0.0545966739407042,0.0964397500998136,0.232768234554648,0.454472288502069,0.0233410422257675,0.0508094612757518,0.713785604229998,0.845331632014914,0.918185637294003,0.694466968281824,0.709796562384192,0.734827171939506,0.666659960418025,0.95883677021518
0.0397145980290013,0.0724856466438547,0.0823250553942791,0.126914132749151,0.24160667391314,0.466610646812389,0.0383589540640704,0.0815580049493304,0.647392199413442,0.924774713896379,0.942514170818854,0.683193594448852,0.643477636502396,0.667303679808116,0.65482863047067,0.946536571661196
0.032293463594596,0.0653503889406929,0.0841094447304361,0.0960225698927013,0.362977450715096,0.610397575305627,0.0314910317136414,0.0674118963884375,0.721338009933104,0.860921172786195,0.890202648053423,0.547831691049681,0.710544073704794,0.606227827209063,0.515368458036355,0.965719236440079
0.0591726587986131,0.106446241837449,0.119565877156955,0.155570773879535,0.29206506566847,0.531222755339257,0.0575198802854351,0.116795830882376,0.576718441680449,0.895051246720635,0.92528330651468,0.623611665160416,0.588419898952852,0.572241589914344,0.592851059511467,0.92842995236929
0.0431646996532819,0.0820739487099438,0.105982887765926,0.113296687484583,0.389273689552044,0.636822345427409,0.0419413217246483,0.0879935229493608,0.380154239331918,0.888867268982206,0.909114986744296,0.517613187197154,0.67294177345197,0.554030223667948,0.484890779176918,0.924429132363536
0.0521699772839844,0.124649296127572,0.130511279799866,0.121473395859732,0.459623584463973,0.700938120410446,0.0518474546226559,0.104400663747886,0.491231824564351,0.720918409438578,0.694717298803041,0.437008995799993,0.660446689545152,0.48439173192221,0.404765930042328,0.766239722502997
0.0249534577874942,0.0511716145180791,0.0686870369457666,0.084956455300173,0.338765987358605,0.584733378925985,0.0243716428185689,0.0529813273511992,0.770337155570766,0.850957308458405,0.89890234422222,0.571830645545073,0.738253208579986,0.647700984184449,0.539743764591841,0.930233651975649
0.0533356675605049,0.0990220684990216,0.112233504961844,0.143087428250929,0.305945203856928,0.547712968028416,0.0518515770250271,0.106485257652315,0.799634964303085,0.891139327137531,0.908655427412946,0.608168942855668,0.61177635317336,0.578866586905021,0.576939258783948,0.931674283671925
0.0556115390527592,0.104327298967435,0.115743621114167,0.147354248614757,0.305061385173932,0.5466782860963,0.0541601223529024,0.110530409185823,0.691972811354245,0.878160029989803,0.895243903620141,0.608712469019836,0.60385145559391,0.572970950239708,0.577498233482479,0.92427811969105
0.68940972518745,0.734062742617247,0.743927413451091,0.791926282310774,0.416223658116558,0.662456949255531,0.671613549512114,0.784005297305797,0.721482705110019,0.915226921705295,0.85244055561461,0.486116284472984,0.0655050562112394,0.102526601183054,0.453378482162939,0.862080537234614
0.0556713180412987,0.100578926685261,0.112801681525032,0.150776919213842,0.281934866696618,0.518854332994681,0.0539333902224861,0.110636224712447,0.798699036128778,0.920313451161857,0.927519689349437,0.635571066772184,0.597084388440479,0.588747787970154,0.605216679914973,0.935452480534641
0.0150600351842047,0.0362589122257868,0.0691028352144775,0.0461484979529745,0.510122842577151,0.74183256900333,0.0144325307015917,0.0327612320373227,0.706494936902085,0.905954388065359,0.863925297644224,0.392552582680776,0.84596920948447,0.570682742050237,0.361302510454682,0.84145472795797
0.0280833148303131,0.0557415478484,0.0689446698062315,0.0981874227749655,0.28867275925858,0.527112871166981,0.0273438949282084,0.0591907398211176,0.722190763750427,0.866958598222152,0.909289431251839,0.623158972801624,0.709069454009252,0.669625359815893,0.592383727150399,0.857561892698949
