"ShapeFactor1","ShapeFactor2"
0.797656384789317,0.618848089510881
0.577026211559352,0.652921366025962
0.621430047628584,0.42883229597512
0.6829640512352,0.450405174487636
0.617628017005267,0.552885019203636
0.635029589465698,0.503800775450028
0.507153563791632,0.55809097957537
0.867587698976797,0.580955627415225
0.66879894065444,0.427177971067505
0.104597203959631,0.050110768998548
0.66055333467379,0.600206596078848
0.655686743077467,0.490421559301499
0.64756084092948,0.487927695082467
0.505246726636496,0.505747536296663
0.545342437391775,0.58582322456613
0.643136452345771,0.54089992663637
0.702081007494287,0.548444353762832
0.591586009112069,0.564238616208778
0.709796562384192,0.734827171939506
0.643477636502396,0.667303679808116
0.710544073704794,0.606227827209063
0.588419898952852,0.572241589914344
0.67294177345197,0.554030223667948
0.660446689545152,0.48439173192221
0.738253208579986,0.647700984184449
0.61177635317336,0.578866586905021
0.60385145559391,0.572970950239708
0.0655050562112394,0.102526601183054
0.597084388440479,0.588747787970154
0.84596920948447,0.570682742050237
0.709069454009252,0.669625359815893
0.762578682717444,0.724320133184791
0.656068556858363,0.46781929691185
0.701530860469404,0.487921440999116
0.0494358279675387,0.0489261635634248
0.0881473725483558,0.113281564132097
0.104199324874622,0.103822077843933
0.627796641150867,0.441949796767889
0.661107618563731,0.666117332395201
0.686009782618428,0.575820466569616
0.546306615860397,0.605946236535497
0.603256244994881,0.547365602488392
0.658621600323042,0.533367081862586
0.58518531906532,0.374604413147788
0.632229990602267,0.575405168376713
0.573648280354497,0.460862450263526
0.674323817535653,0.577366458487752
0.634981455309375,0.482237381083045
0.0998789263048517,0.000989923510142014
0.667645690049229,0.490746466505795
0.562824651094945,0.567292961472105
0.59242522923997,0.471029040667482
0.802618227632986,0.726623957572028
0.107316049197175,0.0601730904562215
0.130585418254054,0.0929172895079387
0.630964033455892,0.649277666949035
0.648600284231103,0.482609000045346
0.580493929219558,0.603111552251925
0.592342574281979,0.47536078214345
0.126615062887508,0.0480545428904645
0.633959744767541,0.620021912899261
0.569068255504057,0.350606961807259
0.581826928730213,0.596450354283918
0.604066458457457,0.46888686194594
0.530999320970501,0.582560655327312
0.605473375018903,0.421800031708109
0.583432154939132,0.684590718531403
0.70737517920155,0.567267620990684
0.502228294883648,0.555017072072019
0.081063559400346,0.0552576093324749
0.631981473561319,0.503042463264024
0.57414218471764,0.491432464842037
0.819909211799479,0.534327626573175
0.641580996137516,0.510433691417064
0.791089679747698,0.721099818830152
0.546917876382385,0.558728710077173
0.621943316169606,0.353936535886143
0.719533974319935,0.523698319906944
0.617744948691114,0.360394620989792
0.599241559966619,0.745436423731733
0.697411040716617,0.722849293103175
0.624829858176752,0.463688874474999
0.617374362167983,0.461593118064158
0.5627821424389,0.433764275485689
0.707377073953994,0.594756772657065
0.703546153407718,0.55698686856314
0.659056236963652,0.635235132632357
0.724192892060875,0.547244990741442
0.7191257136963,0.443878356426576
0.771820332498022,0.571209196811822
0.798448629193388,0.808436123324433
0.705266950210114,0.675563793790066
0.558367529329505,0.645848783003845
0.682973890811426,0.818817365907504
0.686247076201549,0.701760339701328
0.526300521060501,0.466767279380878
0.624255980302845,0.525450552501436
0.0851496129654682,0.0588106621393297
0.615808074128678,0.638626328192286
0.613632015065147,0.544542196910431
0.0857429193027834,0.113569247408779
0.735415769895476,0.66880569884633
0.55032015754111,0.377657852721199
0.675550685825495,0.631444913153228
0.608605935622652,0.436072559179389
0.61991541785815,0.546930507058793
0.606954489953399,0.507760601874095
0.0971932928622321,0.0601543450975282
0.665293474160727,0.566788888598523
0.0865120979945971,0.0361075165109185
0.644399995292694,0.51563323181887
0.109864760689308,0.0384277868075498
0.082947849844262,0.128027985169519
0.757728929924357,0.749313752328732
0.827670372442417,0.854233457016288
0.662836715306785,0.572101238412035
0.542485908898153,0.471777537366056
0.740222604759918,0.491594479755653
0.670249466434776,0.502970998916588
0.128101808222391,0.214334432712622
0.681440623026808,0.551879367697373
0.531792969679435,0.599784939532887
0.559893979829944,0.486388050085644
0.808209849954814,0.739013495553312
0.0930270062731599,0.0286168759678817
0.542469943275061,0.526482100888171
0.611139556863517,0.517534610819178
0.590903216232898,0.392267054621834
0.0816676666042015,0.115136408866776
0.812933566665561,0.475932690996093
0.511771517799337,0.478634981431161
0.835384042168274,0.486124098422879
0.586706993039218,0.447429634019743
0.0977100732632955,0.152591488101404
0.526893493507458,0.59635723455585
0.56524869213461,0.545449721571212
0.690053387164387,0.621662578685417
0.578296268694369,0.572685810360902
0.755586479645115,0.547118829569
0.740521049620527,0.579848944929897
0.497355523264758,0.510392340223898
0.742257204143013,0.4259626652908
0.685705496195318,0.730696131262107
0.659977343478738,0.60474677203966
0.661957089841284,0.639682070321598
0.567659768038526,0.572568674685112
0.709528073099141,0.51674852319767
0.655402015798085,0.465691305903116
0.072065282776004,0.171346359321887
0.594261109857205,0.4500118135411
0.565440478302121,0.432016684892586
0.734450234515942,0.780747352044318
0.628850094827811,0.601853613116604
0.640469619688595,0.502883962412039
0.682567087724226,0.43463772343358
0.628239003704859,0.616427907259134
0.635858103899373,0.646447018559666
0.0939218218476095,0.0883997155407932
0.6615251920365,0.469414020467491
0.581286432014476,0.35949830266631
0.695921958206804,0.556415718214874
0.663911187765604,0.579660567208795
0.67970429536218,0.693956091201445
0.509174687964435,0.526487677402816
0.497829976166251,0.519714036437423
0.581847019648911,0.556288323005344
0.597061251502886,0.590029125064716
0.650033459642803,0.356514911040184
0.583602695424224,0.46151452397493
0.634593858510884,0.493133391108412
0.750344292953654,0.688743281845493
0.547994040194229,0.386707757616302
