"Area","Perimeter","MajorAxisLength","MinorAxisLength","ConvexArea","EquivDiameter","ShapeFactor1","ShapeFactor2"
0.0182624809988215,0.0409021014162344,0.0651343791359636,0.0617225200725063,0.0176521269535034,0.0394093763738366,0.797656384789317,0.618848089510881
0.0546038361030931,0.0961993216644278,0.100283358345707,0.161597497300092,0.0531377665648433,0.108743316814759,0.577026211559352,0.652921366025962
0.0669524671642556,0.130211264423531,0.159964648932549,0.139553872191629,0.0655214632879457,0.130223703602384,0.621430047628584,0.42883229597512
0.0511793540453296,0.103075103003216,0.137316890118723,0.108468943099451,0.0496831933777728,0.102622278017031,0.6829640512352,0.450405174487636
0.0544671984150028,0.102130307797847,0.1184824409403,0.1402533418092,0.0528821776178286,0.108500510938944,0.617628017005267,0.552885019203636
0.0555176006421971,0.10348382962467,0.129849921739801,0.131194244248713,0.0537973509442363,0.110364082886492,0.635029589465698,0.503800775450028
0.081730687116774,0.136025178107589,0.144527492218385,0.203640799993541,0.0792366959769475,0.154828521413924,0.507153563791632,0.55809097957537
0.0117166817537447,0.0334669739304986,0.0629519324351823,0.0374917739334304,0.0114602785919522,0.0257085142143391,0.867587698976797,0.580955627415225
0.0566405916411894,0.118555367052937,0.149193158892169,0.11656968056666,0.0554710463069458,0.112348868394705,0.66879894065444,0.427177971067505
0.662372542656578,0.748453069009759,0.801348322328874,0.699072713618144,0.647427414800249,0.763298724878544,0.104597203959631,0.050110768998548
0.0416446053732771,0.083632176164597,0.095725678277154,0.119654687602311,0.0409272107413316,0.0851686997251796,0.66055333467379,0.600206596078848
0.0525329211429743,0.101351878704727,0.129559863789868,0.121137230590723,0.0508622004559377,0.105050644630963,0.655686743077467,0.490421559301499
0.0544800081982613,0.103399619617235,0.132247331570818,0.124978656743481,0.0528079743751469,0.108523278962821,0.64756084092948,0.487927695082467
0.0884771729662334,0.152887033986611,0.162421534336908,0.204845958393118,0.0859644566467555,0.165702204207216,0.505246726636496,0.505747536296663
0.0683530034671813,0.130934922780108,0.126119834842679,0.180411499232019,0.0666345119281713,0.132604723437121,0.545342437391775,0.58582322456613
0.0502100804454389,0.0974542561654734,0.116328104040892,0.127179503878043,0.0488298560869332,0.100876047370044,0.643136452345771,0.54089992663637
0.0383140617260756,0.0747558936735692,0.101571109019464,0.0998069089747436,0.0371057437432238,0.0789206337970569,0.702081007494287,0.548444353762832
0.0592068182206357,0.106706402836029,0.121171056973077,0.153028870322934,0.0574662890546095,0.116855559549689,0.591586009112069,0.564238616208778
0.0238688961382773,0.0471521270900171,0.0545966739407042,0.0964397500998136,0.0233410422257675,0.0508094612757518,0.709796562384192,0.734827171939506
0.0397145980290013,0.0724856466438547,0.0823250553942791,0.126914132749151,0.0383589540640704,0.0815580049493304,0.643477636502396,0.667303679808116
0.032293463594596,0.0653503889406929,0.0841094447304361,0.0960225698927013,0.0314910317136414,0.0674118963884375,0.710544073704794,0.606227827209063
0.0591726587986131,0.106446241837449,0.119565877156955,0.155570773879535,0.0575198802854351,0.116795830882376,0.588419898952852,0.572241589914344
0.0431646996532819,0.0820739487099438,0.105982887765926,0.113296687484583,0.0419413217246483,0.0879935229493608,0.67294177345197,0.554030223667948
0.0521699772839844,0.124649296127572,0.130511279799866,0.121473395859732,0.0518474546226559,0.104400663747886,0.660446689545152,0.48439173192221
0.0249534577874942,0.0511716145180791,0.0686870369457666,0.084956455300173,0.0243716428185689,0.0529813273511992,0.738253208579986,0.647700984184449
0.0533356675605049,0.0990220684990216,0.112233504961844,0.143087428250929,0.0518515770250271,0.106485257652315,0.61177635317336,0.578866586905021
0.0556115390527592,0.104327298967435,0.115743621114167,0.147354248614757,0.0541601223529024,0.110530409185823,0.60385145559391,0.572970950239708
0.68940972518745,0.734062742617247,0.743927413451091,0.791926282310774,0.671613549512114,0.784005297305797,0.0655050562112394,0.102526601183054
0.0556713180412987,0.100578926685261,0.112801681525032,0.150776919213842,0.0539333902224861,0.110636224712447,0.597084388440479,0.588747787970154
0.0150600351842047,0.0362589122257868,0.0691028352144775,0.0461484979529745,0.0144325307015917,0.0327612320373227,0.84596920948447,0.570682742050237
0.0280833148303131,0.0557415478484,0.0689446698062315,0.0981874227749655,0.0273438949282084,0.0591907398211176,0.709069454009252,0.669625359815893
0.0167295769355583,0.0334224727070573,0.0475834392828934,0.0755639021825629,0.0162381429401798,0.0362399170771631,0.762578682717444,0.724320133184791
0.0548045227074758,0.105886211056295,0.137217411169866,0.121757339003694,0.0532655610383507,0.109099725948257,0.656068556858363,0.46781929691185
0.043835078310475,0.0934443536163063,0.120351631966496,0.101173511361014,0.0428523726486847,0.0892340664355455,0.701530860469404,0.487921440999116
0.820210422039659,0.852376433795187,0.877726415410332,0.847082809005939,0.807817723856755,0.879438039176929,0.0494358279675387,0.0489261635634248
0.619041315820936,0.694156783971892,0.698310412655911,0.733732632878975,0.6020644991075,0.729318266983826,0.0881473725483558,0.113281564132097
0.593302191326923,0.674941155689926,0.696160664776502,0.699071293011929,0.577890731602749,0.708638407641361,0.104199324874622,0.103822077843933
0.0638951988932347,0.121098783131161,0.153346823820621,0.134725780367614,0.062103991722216,0.124988242276056,0.627796641150867,0.441949796767889
0.0365335018531486,0.0673228200904538,0.0790324363904612,0.11883069229211,0.0354320483805142,0.0755462955894178,0.661107618563731,0.666117332395201
0.0389203914669764,0.0755083066668309,0.0970998417255821,0.108064520653497,0.0377488385131319,0.0800642195046797,0.686009782618428,0.575820466569616
0.066149720746725,0.119105128320989,0.120128093921924,0.179258822459929,0.0644826178904018,0.128854094312946,0.546306615860397,0.605946236535497
0.0581777656322055,0.107618335599473,0.123485591646648,0.147620777763107,0.0565428709234594,0.115053165521757,0.603256244994881,0.547365602488392
0.0477847614818357,0.0894536208249294,0.115202667210802,0.120284454522375,0.0461502945456494,0.0964794443994108,0.658621600323042,0.533367081862586
0.0834301183623973,0.160723357117526,0.192396866154935,0.157077312612836,0.0812113267127551,0.157587746668655,0.58518531906532,0.374604413147788
0.0493262054006046,0.0938585573114141,0.108634017682612,0.133288823517412,0.0479723963937224,0.0992782926636974,0.632229990602267,0.575405168376713
0.0748219440127073,0.137310236513733,0.159958530326779,0.163533983666405,0.0731314180651917,0.143465834716888,0.573648280354497,0.460862450263526
0.0409315274385557,0.0877837979945695,0.0990757431821333,0.112290934797669,0.0402841159714235,0.0838378307043285,0.674323817535653,0.577366458487752
