"MinorAxisLength","Eccentricity","Extent","Solidity","roundness","ShapeFactor4"
0.0617225200725063,0.665641548376501,0.440527470223021,0.886517067574715,0.878149143872354,0.953075874728084
0.161597497300092,0.404866022777206,0.638961832590836,0.883881158511662,0.950397087624128,0.944699639074787
0.139553872191629,0.740462188214332,0.435468485497141,0.83878333480509,0.834269091488754,0.839057252156478
0.108468943099451,0.765064350757807,0.797395411661152,0.900962388133117,0.845699672355726,0.942462811553909
0.1402533418092,0.586793673665361,0.824005045858882,0.902094394537067,0.898042508604693,0.919557635597158
0.131194244248713,0.665438347331075,0.834305371338109,0.918276084309584,0.900987342425337,0.937928932716785
0.203640799993541,0.454473321639566,0.770922179523231,0.931354883240515,0.965071550234736,0.951115293851402
0.0374917739334304,0.750654754120476,0.722015419665938,0.844661729648537,0.82820648279757,0.960169229838659
0.11656968056666,0.77656120168222,0.806346442204908,0.833381791852955,0.795533727150836,0.832311156295924
0.699072713618144,0.859093832780708,0.492486329992743,0.854316018337395,0.740213157259123,0.743568995221324
0.119654687602311,0.56678942721053,0.881695128020356,0.812290498326916,0.873106066832279,0.884695122189923
0.121137230590723,0.698715617772174,0.376242910383247,0.922319463820449,0.878185700220059,0.939960397425249
0.124978656743481,0.695321064060793,0.734496677904688,0.91503237010258,0.887669958207162,0.943530978521939
0.204845958393118,0.531470943059895,0.526255617571056,0.91234733617621,0.910477019960575,0.953418948717283
0.180411499232019,0.459964835141724,0.448577622746646,0.87353885778851,0.845635825050711,0.914591649280453
0.127179503878043,0.627196975859886,0.777600388577788,0.886829775022902,0.878627335490564,0.93995990287437
0.0998069089747436,0.669321959728734,0.547545404064698,0.906041654217667,0.900465717051305,0.956209418936786
0.153028870322934,0.548773621608737,0.618202225132025,0.907594466513625,0.923559439027607,0.980122182289015
0.0964397500998136,0.454472288502069,0.713785604229998,0.845331632014914,0.918185637294003,0.95883677021518
0.126914132749151,0.466610646812389,0.647392199413442,0.924774713896379,0.942514170818854,0.946536571661196
0.0960225698927013,0.610397575305627,0.721338009933104,0.860921172786195,0.890202648053423,0.965719236440079
0.155570773879535,0.531222755339257,0.576718441680449,0.895051246720635,0.92528330651468,0.92842995236929
0.113296687484583,0.636822345427409,0.380154239331918,0.888867268982206,0.909114986744296,0.924429132363536
0.121473395859732,0.700938120410446,0.491231824564351,0.720918409438578,0.694717298803041,0.766239722502997
0.084956455300173,0.584733378925985,0.770337155570766,0.850957308458405,0.89890234422222,0.930233651975649
0.143087428250929,0.547712968028416,0.799634964303085,0.891139327137531,0.908655427412946,0.931674283671925
0.147354248614757,0.5466782860963,0.691972811354245,0.878160029989803,0.895243903620141,0.92427811969105
0.791926282310774,0.662456949255531,0.721482705110019,0.915226921705295,0.85244055561461,0.862080537234614
0.150776919213842,0.518854332994681,0.798699036128778,0.920313451161857,0.927519689349437,0.935452480534641
0.0461484979529745,0.74183256900333,0.706494936902085,0.905954388065359,0.863925297644224,0.84145472795797
0.0981874227749655,0.527112871166981,0.722190763750427,0.866958598222152,0.909289431251839,0.857561892698949
0.0755639021825629,0.517308375191913,0.590651106655828,0.86986787914895,0.922647921481885,0.908565857527093
0.121757339003694,0.722942866309733,0.510677225023874,0.894000584446677,0.871596641619182,0.886205603442792
0.101173511361014,0.733291727139139,0.670892063466497,0.847583006727397,0.822563232928498,0.877218820949623
0.847082809005939,0.773369062940771,0.925992366363486,0.713793765363758,0.761083345570369,0.592497300624669
0.733732632878975,0.676649877006683,0.783495436640864,0.944250651907041,0.814100272522887,0.86552987406127
0.699071293011929,0.725225333048424,0.803764494780305,0.91696038318785,0.813535710223054,0.771174468917544
0.134725780367614,0.734495131928389,0.632985251260774,0.898268375719129,0.867218164920119,0.943034664314157
0.11883069229211,0.486153994458518,0.522711829033203,0.89538271234441,0.939906326945712,0.922589577116571
0.108064520653497,0.619547150127092,0.874045831178742,0.897346878653222,0.903078846534988,0.875854374630149
0.179258822459929,0.43389211084414,0.798397776927012,0.873567594227186,0.911529776502894,0.949098286912997
0.147620777763107,0.580062082474596,0.56658828212731,0.895985217601455,0.902295285765805,0.927334708851131
0.120284454522375,0.648068687953241,0.773167166478594,0.935802603283942,0.912333616382813,0.903721327455827
0.157077312612836,0.783736191270413,0.325129747686847,0.89173488007416,0.798549538430276,0.944899331836051
0.133288823517412,0.570677837840312,0.764359552809129,0.886032516098399,0.896533264142221,0.891843661293585
0.163533983666405,0.66530231211197,0.679724879808403,0.850225942409791,0.873745514005266,0.942022273661082
0.112290934797669,0.611527033376969,0.488833324751445,0.803243916956852,0.827667488369636,0.949781941688273
0.132383796608674,0.687704696498947,0.476797389049525,0.793814760553418,0.777813264191968,0.861439478715755
0.717400178261144,0.964784619355303,0.703035152458795,0.797430537560882,0.690188381371366,0.519887098230258
0.115119349082391,0.709080383067194,0.412900195307501,0.904365394381758,0.852644466396744,0.96697734065136
0.171163164737794,0.503940593222622,0.361385147110172,0.878684086572513,0.904980851141446,0.852587732022974
0.15409962274337,0.666154875290566,0.591599901235529,0.813813610776821,0.801723891776676,0.884180545033804
0.0601035180481104,0.553097689551049,0.790773246184342,0.864661339496105,0.935633345450108,0.938501280554022
0.695709908130654,0.834784639021645,0.31107964745068,0.885819277406025,0.685438936834755,0.658491113852194
0.648437348134965,0.783829723136459,0.760203327545806,0.709253226928467,0.710079714593589,0.571644236665878
0.133457920176718,0.474618970305629,0.59474127604063,0.909403061826396,0.921450701152196,0.922138530205517
0.124168703090327,0.703496639426059,0.673376888133266,0.767920885892972,0.765664415608804,0.964103661556324
0.160089221925676,0.478732231034595,0.638452907438436,0.875583843289437,0.90113519853841,0.918529908375024
0.153308863214894,0.663318567805798,0.728133194726366,0.902657930115069,0.88600070362633,0.936695083822737
